Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
1,0.16,67,38,7.6,73,3
1,0.16,69,49,7.3,67,4
1,0.16,56,10,6.4,22,3
1,0.16,54,13,4.7,13,2
1,0.16,72,37,8.7,33,2
1,0.16,56,24,7.5,13,3
1,0.16,58,7,4.4,9,2
1,0.16,52,35,5.7,24,3
1,0.16,52,57,6.1,20,3
1,0.16,77,41,7.4,16,1
1,0.16,71,25,5.8,13,1
1,0.15,81,45,8.9,62,4
1,0.15,88,24,8.2,1102,4
1,0.15,68,18,5.7,29,1
1,0.15,77,18,4.7,3288,4
1,0.15,64,9,8.7,6,2
1,0.15,61,5,7,11,3
1,0.15,78,46,7.8,167,4
1,0.15,66,35,7.1,17,2
1,0.15,41,11,4.6,12,3
1,0.15,75,60,7.2,46,3
1,0.15,70,33,4.8,136,4
1,0.15,63,13,6.6,9,2
1,0.15,49,21,6.1,14,4
1,0.15,59,17,7.8,4,1
1,0.15,65,34,8.2,58,3
1,0.15,60,42,7.4,22,3
1,0.15,76,13,5.4,348,4
1,0.15,61,30,6.5,35,4
1,0.15,69,20,7.3,22,3
1,0.15,41,35,5.9,54,3
1,0.15,69,16,7.6,32,1
1,0.15,65,5,6.5,4,2
1,0.15,71,54,6.5,131,3
1,0.15,55,4,6.9,8,1
1,0.15,70,35,7.8,24,4
1,0.15,40,5,7.8,5,1
1,0.15,72,31,6,6,3
1,0.15,71,34,8.8,12,3
1,0.15,83,31,8.6,20,4
1,0.15,55,8,8.1,8,2
1,0.15,49,16,4.6,7,3
1,0.15,70,9,8.4,10,3
1,0.15,71,26,7.4,7,3
1,0.15,55,34,6.8,20,3
1,0.15,65,20,7.5,4,2
1,0.14,80,20,7.4,771,4
1,0.14,74,30,7.2,204,4
1,0.14,66,5,5.9,242,4
1,0.14,60,29,6.9,16,3
1,0.14,65,14,6.8,44,1
1,0.14,41,28,5.2,36,3
1,0.14,65,38,7.4,32,4
1,0.14,73,37,8.7,62,2
1,0.14,62,22,7,26,3
1,0.14,68,65,6.8,55,4
1,0.14,55,30,5.4,599,4
1,0.14,43,21,5.7,27,3
1,0.14,53,32,5.5,26,3
1,0.14,76,11,7,18,2
1,0.14,70,52,7.3,57,2
1,0.14,60,11,5.7,68,4
1,0.14,40,17,4.8,16,2
1,0.14,90,34,8.5,35,3
1,0.14,56,14,7.6,21,1
1,0.14,58,24,6.6,14,4
1,0.14,41,15,6.5,8,3
1,0.14,30,6,6.3,4,1
1,0.14,39,28,5,51,4
1,0.14,57,40,6.5,72,4
1,0.14,83,27,8.6,10,4
1,0.14,50,33,4.8,37,3
1,0.14,74,37,7.9,19,4
1,0.14,74,30,7.9,21,4
1,0.14,67,23,8.8,10,1
1,0.14,76,22,9,9,4
1,0.14,73,43,8.6,17,3
1,0.14,60,20,9.1,16,3
1,0.14,76,43,8.3,26,4
1,0.14,62,51,7.6,60,4
1,0.14,56,16,5.6,8,3
1,0.14,51,47,6.2,12,4
1,0.14,51,18,5.2,17,4
1,0.14,50,18,5.7,16,1
1,0.14,63,5,8,5,2
1,0.14,60,4,5,4,2
1,0.14,78,17,7.7,10,2
1,0.14,57,7,6.3,6,2
1,0.13,72,16,9.3,54,3
1,0.13,72,47,6.6,88,2
1,0.13,77,8,6.8,82,4
1,0.13,75,30,7.7,284,4
1,0.13,46,10,5.2,6,2
1,0.13,74,22,8.2,19,4
1,0.13,70,12,7.2,20,3
1,0.13,83,41,7.6,45,1
1,0.13,38,27,2.8,23,3
1,0.13,59,41,6.4,28,4
1,0.13,69,35,7.2,40,4
1,0.13,44,30,5.6,23,4
1,0.13,74,17,7.5,1170,3
1,0.13,59,39,7.4,50,4
1,0.13,59,53,6.7,30,3
1,0.13,61,41,6.5,17,2
1,0.13,65,24,8.6,12,3
1,0.13,69,20,6.8,36,2
1,0.13,75,52,8.3,62,4
1,0.13,61,17,8,28,2
1,0.13,53,16,7.3,11,4
1,0.13,62,17,8.2,37,4
1,0.13,59,18,5.7,12,3
1,0.13,57,14,5.6,46,1
1,0.13,58,43,7.2,29,3
1,0.13,68,22,7.6,7,2
1,0.13,49,33,4.8,28,2
1,0.13,61,59,6,116,4
1,0.13,88,36,8.2,102,3
1,0.13,60,6,7.5,12,3
1,0.13,67,23,7.3,7,2
1,0.13,69,6,7,4,2
1,0.13,63,32,7.6,8,3
1,0.13,59,25,8.8,24,4
1,0.13,72,26,8.6,5,4
1,0.13,82,61,7.3,12,4
1,0.13,57,27,9.2,5,4
1,0.13,47,23,6.1,10,3
1,0.13,67,21,6.3,11,4
1,0.13,54,9,8.9,10,3
1,0.13,63,17,7.6,13,3
1,0.13,59,29,8,6,2
1,0.13,19,4,3.1,7,2
1,0.12,73,22,7.3,25,3
1,0.12,68,26,8.5,75,3
1,0.12,77,33,8.3,39,3
1,0.12,61,30,7.7,35,3
1,0.12,56,4,5.8,6,1
1,0.12,84,17,8,1671,4
1,0.12,73,44,8.4,38,2
1,0.12,40,9,6.4,31,4
1,0.12,75,30,7.4,170,4
1,0.12,56,12,8.6,17,2
1,0.12,57,34,6.2,70,4
1,0.12,38,7,6.8,6,3
1,0.12,43,7,5.4,14,3
1,0.12,75,13,7.7,15,3
1,0.12,69,4,6.8,15,2
1,0.12,58,13,6.8,4,2
1,0.12,64,39,7.9,215,4
1,0.12,88,22,6.8,156,4
1,0.12,80,24,6.8,1428,4
1,0.12,55,22,6.8,16,4
1,0.12,53,4,6.6,5,3
1,0.12,65,25,7.3,15,2
1,0.12,75,40,7.9,1295,4
1,0.12,65,52,6.1,27,4
1,0.12,70,14,8.1,46,4
1,0.12,51,18,7,6,2
1,0.12,61,5,6.9,9,2
1,0.12,63,31,6.6,7,2
1,0.12,73,38,7.9,105,4
1,0.12,66,8,3.7,20,1
1,0.12,75,18,8.8,18,3
1,0.12,67,7,6.6,7,2
1,0.12,55,10,6.3,6,2
1,0.12,74,57,8.5,64,4
1,0.12,47,26,6.2,10,3
1,0.12,50,31,6.3,8,3
1,0.12,59,9,5,13,2
1,0.12,71,23,8.4,29,4
1,0.12,48,32,5.7,24,3
1,0.12,46,11,6.7,16,1
1,0.12,28,5,3.2,32,3
1,0.12,36,8,4.8,4,2
1,0.11,55,14,8.2,16,3
1,0.11,93,69,9.3,327,3
1,0.11,57,22,9.1,26,3
1,0.11,58,18,7.5,20,3
1,0.11,68,30,7.9,15,3
1,0.11,62,23,9.1,24,3
1,0.11,57,41,5.6,27,3
1,0.11,72,31,7.1,35,4
1,0.11,72,42,7.6,24,3
1,0.11,64,27,7.3,15,3
1,0.11,78,46,7.5,40,3
1,0.11,55,4,7.5,13,3
1,0.11,75,12,8.3,6,2
1,0.11,64,6,3.6,21,2
1,0.11,77,56,8.1,124,4
1,0.11,71,41,8.4,36,4
1,0.11,63,10,7.8,17,3
1,0.11,47,12,7.2,6,3
1,0.11,74,49,8.3,19,4
1,0.11,61,26,9.2,6,4
1,0.11,51,21,7,6,4
1,0.11,74,33,8.4,65,4
1,0.11,61,9,8.3,4,2
1,0.11,74,14,5.9,544,4
1,0.11,43,32,4.8,13,3
1,0.11,73,8,7.3,29,3
1,0.11,69,17,5.6,98,4
1,0.11,86,45,7.4,1543,4
1,0.11,38,14,3,12,2
1,0.11,65,27,7.8,20,3
1,0.11,60,48,6.4,37,3
1,0.11,53,34,6,22,4
1,0.11,68,33,7,9,2
1,0.11,61,23,5.2,5,1
1,0.11,53,19,5.2,5,3
1,0.11,53,30,6.8,6,3
1,0.11,75,25,8.8,5,3
1,0.11,51,29,6.2,9,4
1,0.11,84,30,9.1,14,3
1,0.11,84,34,8.1,22,4
1,0.11,66,38,7.2,10,3
1,0.11,74,4,6,9,3
1,0.11,66,42,7.3,28,1
1,0.11,60,7,5.6,7,1
1,0.11,50,4,2.3,6,3
1,0.11,35,24,2,10,3
1,0.11,81,27,9.1,32,4
1,0.11,79,22,8.8,12,3
1,0.11,58,23,7.6,10,2
1,0.11,47,16,7.5,4,2
1,0.11,61,31,7,7,3
1,0.11,39,39,6.4,55,4
1,0.11,61,40,8.2,19,3
1,0.11,53,19,8.1,14,4
1,0.11,49,26,6,11,2
1,0.11,28,18,4.9,8,1
1,0.11,55,24,8,20,4
1,0.1,74,4,6.3,8,1
1,0.1,78,36,6.6,55,1
1,0.1,52,11,7.6,20,2
1,0.1,72,37,7.4,424,4
1,0.1,58,23,7.9,28,3
1,0.1,68,18,5.9,721,4
1,0.1,76,14,7.5,44,2
1,0.1,82,56,8.8,237,3
1,0.1,77,24,8.1,31,3
1,0.1,77,50,7.5,160,3
1,0.1,58,28,6.8,56,4
1,0.1,85,29,7.7,17,3
1,0.1,81,25,8.9,49,4
1,0.1,69,4,4.1,16,2
1,0.1,78,54,8.3,23,3
1,0.1,68,26,8.5,8,4
1,0.1,71,35,8.2,106,4
1,0.1,53,20,7,10,2
1,0.1,71,40,6.8,18,3
1,0.1,58,57,5.1,102,4
1,0.1,47,14,8.8,76,4
1,0.1,57,19,8,21,3
1,0.1,72,38,7.3,38,4
1,0.1,61,34,7.3,40,3
1,0.1,76,76,8.4,139,4
1,0.1,84,15,8.9,17,4
1,0.1,70,42,7.5,267,4
1,0.1,68,10,5.3,4,1
1,0.1,58,12,6,8,3
1,0.1,56,14,8,9,3
1,0.1,73,57,7.2,52,4
1,0.1,50,39,5.4,14,4
1,0.1,78,17,6.3,211,4
1,0.1,30,15,3,4,3
1,0.1,60,19,5.8,10,1
1,0.1,66,20,8.8,13,3
1,0.1,53,20,4,4,4
1,0.1,44,19,6,11,3
1,0.1,82,40,7.2,13,3
1,0.1,61,27,5.7,7,3
1,0.1,83,17,5.5,8,4
1,0.1,48,20,5.6,8,3
1,0.1,61,12,7.4,16,4
1,0.1,73,36,8.8,12,4
1,0.1,68,50,7.5,68,3
1,0.1,45,30,5.4,16,3
1,0.1,37,7,4.1,12,2
1,0.1,39,6,5.6,7,1
1,0.1,45,16,7.3,4,1
1,0.1,44,31,5.7,9,3
1,0.1,48,17,3.5,4,2
1,0.1,43,30,5.6,22,4
1,0.1,50,17,7.8,6,2
1,0.09,78,47,7.6,36,1
1,0.09,55,8,4.8,4,1
1,0.09,54,22,7,28,3
1,0.09,74,34,7.4,118,3
1,0.09,67,28,7.9,30,3
1,0.09,55,26,7.2,22,3
1,0.09,65,10,7.4,14,3
1,0.09,69,18,5.8,338,3
1,0.09,72,33,8.2,179,4
1,0.09,59,60,6.9,310,4
1,0.09,41,28,1.7,17,3
1,0.09,73,28,7.5,43,4
1,0.09,54,8,5.6,35,2
1,0.09,71,28,7.3,46,3
1,0.09,58,21,7,12,4
1,0.09,65,9,6,26,2
1,0.09,58,33,8,24,4
1,0.09,68,37,8,5,4
1,0.09,74,43,8,185,4
1,0.09,68,13,8.1,15,2
1,0.09,72,27,8.9,47,3
1,0.09,75,37,8,23,4
1,0.09,35,4,1.2,6,3
1,0.09,61,12,6.7,17,3
1,0.09,76,43,8.2,29,3
1,0.09,71,9,8.1,19,3
1,0.09,65,21,7.5,35,3
1,0.09,38,40,5.7,22,3
1,0.09,75,25,7.9,55,3
1,0.09,70,14,2.5,1967,4
1,0.09,24,8,3.5,21,1
1,0.09,42,6,3.9,7,2
1,0.09,68,28,7.5,6,2
1,0.09,74,26,7,13,4
1,0.09,73,26,8.4,14,3
1,0.09,79,21,9.1,11,3
1,0.09,66,30,6.3,6,3
1,0.09,59,34,7.9,16,4
1,0.09,61,9,7.8,6,2
1,0.09,66,44,8.3,57,3
1,0.09,77,12,7.5,14,2
1,0.09,56,15,5.5,4,2
1,0.09,71,7,8.2,5,2
1,0.09,52,29,7,4,3
1,0.08,75,36,7.5,20,1
1,0.08,87,49,5.9,1154,3
1,0.08,76,31,8.1,74,3
1,0.08,72,45,8.8,36,3
1,0.08,79,9,7,12,1
1,0.08,73,28,7.4,133,4
1,0.08,63,29,3.2,881,4
1,0.08,67,25,8,96,4
1,0.08,65,16,5.9,7,3
1,0.08,71,27,7.9,11,4
1,0.08,46,35,6.9,13,3
1,0.08,58,33,6.5,21,3
1,0.08,42,31,4.1,17,3
1,0.08,81,40,9.2,100,4
1,0.08,51,17,7,130,4
1,0.08,30,5,6.9,9,1
1,0.08,39,27,4.4,29,4
1,0.08,63,75,6.6,445,3
1,0.08,51,28,4.1,22,4
1,0.08,56,18,7.8,20,3
1,0.08,80,40,8.5,28,3
1,0.08,64,18,7.2,9,2
1,0.08,64,38,7.2,144,4
1,0.08,74,33,8.7,25,3
1,0.08,45,31,6.5,81,2
1,0.08,50,7,6.4,12,3
1,0.08,78,18,7.5,15,3
1,0.08,81,37,8.5,35,3
1,0.08,74,16,8.2,19,3
1,0.08,75,55,8.1,16,4
1,0.08,25,13,3.6,18,3
1,0.08,67,17,7.7,6,3
1,0.08,53,34,8,8,3
1,0.08,63,5,2.8,6,1
1,0.08,50,13,5,4,1
1,0.08,79,44,7,10,3
1,0.08,70,52,7.4,19,4
1,0.08,81,28,8.5,15,4
1,0.08,72,17,7,5,3
1,0.08,70,13,7.6,7,4
1,0.08,53,38,8.1,7,3
1,0.08,37,5,4.1,33,3
1,0.08,62,25,6.2,32,3
1,0.08,74,34,6.8,6,3
1,0.08,63,26,6.8,16,3
1,0.08,44,4,5.4,7,4
1,0.08,79,25,8.2,16,4
1,0.08,69,15,7.6,8,2
1,0.08,63,24,6.3,6,3
1,0.08,39,7,6.4,5,3
1,0.08,28,5,2.5,11,3
1,0.07,81,12,7.9,70,3
1,0.07,73,28,8.5,79,3
1,0.07,63,35,6.1,12,2
1,0.07,80,23,4.3,113,1
1,0.07,80,6,8.2,127,2
1,0.07,71,20,7.6,46,4
1,0.07,40,37,4.7,19,3
1,0.07,49,34,6.4,61,3
1,0.07,49,30,7,18,3
1,0.07,60,4,7.1,15,2
1,0.07,80,19,7.5,146,4
1,0.07,65,23,6.4,7,2
1,0.07,64,30,6.4,8,3
1,0.07,64,19,6.8,21,2
1,0.07,69,14,7.2,45,4
1,0.07,73,44,7.6,11,3
1,0.07,45,17,5,26,4
1,0.07,75,44,7,47,3
1,0.07,59,38,7.3,23,4
1,0.07,85,36,8.2,153,4
1,0.07,83,18,7.8,603,4
1,0.07,43,5,4.2,6,2
1,0.07,74,22,8.9,72,3
1,0.07,80,10,7.7,31,3
1,0.07,64,15,7.3,37,3
1,0.07,39,35,4.4,19,3
1,0.07,54,43,8,24,3
1,0.07,59,22,8,10,3
1,0.07,50,31,5.9,15,4
1,0.07,62,15,6.4,162,4
1,0.07,59,17,7.2,23,3
1,0.07,33,7,4.3,6,2
1,0.07,72,35,7.7,27,3
1,0.07,50,15,7.1,8,2
1,0.07,76,12,6.4,389,4
1,0.07,52,23,6.5,30,4
1,0.07,39,32,5.6,34,4
1,0.07,33,11,6.3,6,3
1,0.07,75,22,7.5,106,4
1,0.07,77,21,8.6,8,3
1,0.07,36,10,4.5,15,3
1,0.07,46,17,8,10,4
1,0.07,67,21,5.2,6,3
1,0.07,54,18,5,4,3
1,0.07,63,13,4.8,4,3
1,0.07,58,15,8.5,8,2
1,0.07,94,32,8.7,121,4
1,0.07,71,20,9.3,4,2
1,0.07,76,36,9.1,8,4
1,0.07,68,11,8,9,2
1,0.07,70,4,7,4,2
1,0.07,62,12,8,6,2
1,0.07,20,6,1.7,52,1
1,0.07,61,33,6.9,12,3
1,0.07,52,30,8.7,18,3
1,0.07,70,21,6.3,4,2
1,0.07,33,8,4.9,13,1
1,0.06,60,30,6.9,29,4
1,0.06,68,4,3.7,16,1
1,0.06,65,18,8.8,13,3
1,0.06,56,14,7.5,4,3
1,0.06,70,21,7.5,6,3
1,0.06,59,27,5.7,13,2
1,0.06,72,35,8.4,77,4
1,0.06,36,45,3.7,21,2
1,0.06,63,30,7.5,42,3
1,0.06,82,71,8.6,2654,4
1,0.06,44,22,7,24,4
1,0.06,74,6,8,11,2
1,0.06,76,8,6.3,16,2
1,0.06,39,13,3.8,4,3
1,0.06,48,26,3.7,6,3
1,0.06,68,25,8,9,2
1,0.06,52,9,8.5,13,3
1,0.06,81,23,8.2,1209,4
1,0.06,53,13,7.7,6,1
1,0.06,65,19,5.8,8,4
1,0.06,50,10,5,25,3
1,0.06,68,39,7.7,20,4
1,0.06,39,5,2,6,2
1,0.06,68,39,7.7,27,4
1,0.06,52,21,6.3,26,3
1,0.06,55,10,4.2,5,3
1,0.06,85,37,8.6,18,1
1,0.06,62,9,5.2,6,3
1,0.06,72,17,6.5,6,3
1,0.06,55,5,7,6,1
1,0.06,64,14,6.8,6,1
1,0.06,78,25,8,11,3
1,0.06,40,15,6.8,13,2
1,0.06,62,11,8.3,6,1
1,0.06,66,7,7.3,8,1
1,0.06,29,14,3.2,19,3
1,0.06,57,19,5.8,60,3
1,0.06,78,6,7.8,8,3
1,0.06,68,23,7.4,5,4
1,0.06,69,41,7.3,30,1
1,0.06,62,14,8.3,44,4
1,0.06,70,11,8.9,20,3
1,0.06,60,13,8,5,2
1,0.06,73,19,7.3,8,2
1,0.06,50,22,7,25,3
1,0.06,55,8,7.4,8,3
1,0.06,57,18,8.8,4,2
1,0.06,57,11,6,25,3
1,0.06,64,24,6,9,1
1,0.06,55,23,7,5,2
1,0.06,76,10,7.9,100,1
1,0.05,75,5,7.6,26,3
1,0.05,59,32,9,24,4
1,0.05,42,33,3.8,20,3
1,0.05,67,35,7.5,73,3
1,0.05,66,21,7.1,289,4
1,0.05,74,35,7.6,74,3
1,0.05,56,8,5.7,12,2
1,0.05,59,9,8,14,4
1,0.05,63,27,8,13,4
1,0.05,56,4,5,4,2
1,0.05,64,31,8,10,3
1,0.05,77,6,8.2,43,3
1,0.05,58,29,7.4,24,4
1,0.05,51,45,6.2,24,4
1,0.05,65,11,7.5,4,1
1,0.05,61,11,8.3,7,1
1,0.05,62,13,8.7,10,2
1,0.05,44,49,5.5,163,3
1,0.05,43,46,4.5,84,4
1,0.05,66,25,8.2,20,4
1,0.05,51,9,5,6,3
1,0.05,49,41,5.6,16,4
1,0.05,74,25,7.5,362,4
1,0.05,55,38,7.5,13,3
1,0.05,47,17,8.3,6,3
1,0.05,59,11,6,5,1
1,0.05,71,20,9,5,3
1,0.05,47,24,6.1,7,3
1,0.05,73,24,8.3,15,4
1,0.05,75,21,8.4,7,3
1,0.05,61,19,7.2,9,4
1,0.05,63,12,6.8,4,1
1,0.05,55,9,9.3,6,2
1,0.05,32,15,2.5,12,4
1,0.05,49,5,1.5,4,1
1,0.05,68,19,6.2,6,3
1,0.05,71,41,7.6,20,4
1,0.05,66,12,6.9,20,1
1,0.05,62,16,8.5,32,4
1,0.05,58,10,7,5,1
1,0.05,29,16,3.3,30,3
1,0.05,30,15,3.5,36,4
1,0.05,78,36,7.8,8,1
1,0.05,42,17,5,4,2
1,0.05,73,41,7.6,9,4
1,0.05,33,6,5.6,7,2
1,0.05,70,29,8.6,5,2
1,0.05,42,7,5.5,8,2
1,0.05,58,7,6,5,2
1,0.04,72,17,8.6,13,3
1,0.04,71,44,8,136,3
1,0.04,52,8,6.5,8,3
1,0.04,69,15,8.1,38,4
1,0.04,64,11,7.8,9,3
1,0.04,72,32,7.4,49,4
1,0.04,82,13,7.4,754,4
1,0.04,71,4,7.4,34,4
1,0.04,48,33,8.1,12,4
1,0.04,78,7,8.1,124,2
1,0.04,74,18,4.8,368,4
1,0.04,45,16,5.9,140,4
1,0.04,57,22,5,6,3
1,0.04,86,37,6,383,4
1,0.04,75,5,7.8,148,4
1,0.04,77,7,7.3,31,2
1,0.04,53,19,7.2,22,4
1,0.04,57,43,6.6,28,4
1,0.04,71,20,7.8,8,3
1,0.04,69,44,8.7,22,3
1,0.04,78,19,8.2,10,3
1,0.04,50,11,8,9,3
1,0.04,70,39,8.1,36,4
1,0.04,54,29,6.9,7,1
1,0.04,51,37,6,8,4
1,0.04,78,46,8.9,58,4
1,0.04,52,31,7,6,3
1,0.04,64,18,7.4,31,3
1,0.04,58,34,7.6,5,4
1,0.04,80,11,7.5,11,3
1,0.04,69,55,7.7,60,3
1,0.04,60,44,8.2,26,3
1,0.04,40,25,3.5,51,4
1,0.04,27,10,3.8,19,3
1,0.04,58,10,6.8,15,3
1,0.04,58,15,8,7,3
1,0.04,37,13,5,25,4
1,0.04,66,10,5.3,54,4
1,0.04,54,7,6.8,9,1
1,0.04,43,54,6.5,283,4
1,0.04,69,36,4.3,4,3
1,0.04,77,17,8.6,16,3
1,0.04,59,15,8.5,31,4
1,0.04,45,33,4.6,5,3
1,0.04,44,28,8.1,15,3
1,0.04,60,31,7.1,17,4
1,0.04,64,8,7.1,7,4
1,0.04,62,27,6.9,8,3
1,0.04,65,25,7.1,7,4
1,0.04,66,22,8,4,3
1,0.04,79,43,8.3,12,3
1,0.04,64,37,6,4,3
1,0.04,30,19,3.4,9,4
1,0.04,57,28,8.1,8,3
1,0.04,84,37,8.3,16,4
1,0.04,39,16,5.9,15,3
1,0.04,35,8,4.8,13,2
1,0.04,42,16,4.5,6,2
1,0.04,75,30,7.3,23,4
1,0.04,42,14,7.1,13,3
1,0.04,65,15,5.7,7,2
1,0.03,78,39,4.1,303,1
1,0.03,75,58,8.2,73,4
1,0.03,71,30,7.9,35,3
1,0.03,65,28,6.8,10,3
1,0.03,81,52,7.9,110,1
1,0.03,64,27,7.4,12,3
1,0.03,79,26,7,1327,4
1,0.03,49,34,5.6,19,3
1,0.03,66,28,8,7,3
1,0.03,63,55,7.8,528,4
1,0.03,81,23,7.8,653,4
1,0.03,74,50,5.3,529,4
1,0.03,63,32,6.4,45,4
1,0.03,67,4,7.8,25,3
1,0.03,73,26,7.3,24,3
1,0.03,70,19,8.2,27,4
1,0.03,68,18,7.4,18,4
1,0.03,71,20,6.8,44,3
1,0.03,79,42,7.9,76,3
1,0.03,67,13,8.5,26,3
1,0.03,69,43,6.6,23,3
1,0.03,74,13,7.6,24,4
1,0.03,67,33,8.8,44,4
1,0.03,32,12,3.8,74,4
1,0.03,70,21,7.4,59,4
1,0.03,75,27,8.3,6,3
1,0.03,79,21,8.2,13,3
1,0.03,51,38,6.7,11,4
1,0.03,67,7,8.6,14,3
1,0.03,67,40,7.6,71,3
1,0.03,60,36,7.9,14,4
1,0.03,54,8,3.5,16,3
1,0.03,59,21,8.4,10,3
1,0.03,35,17,5.2,74,4
1,0.03,43,36,6.2,11,4
1,0.03,69,39,7.2,31,4
1,0.03,66,26,7.2,6,3
1,0.03,61,21,6.6,127,4
1,0.03,72,30,7.3,18,2
1,0.03,48,6,7.1,8,3
1,0.03,37,10,5.1,7,3
1,0.03,46,12,7,4,3
1,0.03,50,20,5.3,43,4
1,0.03,63,11,6.8,13,2
1,0.03,75,21,8.4,5,3
1,0.03,55,14,6,38,3
1,0.03,46,4,5.8,10,1
1,0.03,45,7,5.6,37,2
1,0.03,53,29,8.5,13,3
1,0.03,52,34,2.8,5,3
1,0.03,42,10,2.2,5,2
1,0.03,75,7,8.5,11,2
1,0.03,63,14,6,7,3
1,0.03,73,12,6.3,15,1
1,0.03,56,6,5.8,6,2
1,0.03,59,14,5.8,162,3
1,0.03,73,11,6.6,17,2
1,0.03,39,11,4.5,4,1
1,0.02,58,26,8.8,13,3
1,0.02,86,7,6.6,286,1
1,0.02,82,5,8.6,42,3
1,0.02,62,13,6.6,10,3
1,0.02,68,4,6.8,9,3
1,0.02,80,62,8.2,153,3
1,0.02,67,19,7.5,61,4
1,0.02,72,16,6.8,5,1
1,0.02,71,29,6.5,15,3
1,0.02,70,22,7.8,239,4
1,0.02,72,20,8.5,22,3
1,0.02,76,12,7.7,27,1
1,0.02,68,7,6.8,33,2
1,0.02,80,15,7.8,61,2
1,0.02,67,10,4.9,18,4
1,0.02,64,56,5.1,219,3
1,0.02,66,13,8,19,2
1,0.02,66,39,7,31,3
1,0.02,47,17,5,7,4
1,0.02,78,14,7.7,35,2
1,0.02,66,19,5.8,9,3
1,0.02,62,29,6.7,7,4
1,0.02,78,6,6.6,30,4
1,0.02,51,16,7.4,16,3
1,0.02,49,7,6.3,4,1
1,0.02,53,28,8.8,4,4
1,0.02,48,9,8.7,7,3
1,0.02,56,22,5.8,8,1
1,0.02,67,40,7,10,3
1,0.02,70,7,7,4,3
1,0.02,44,16,8.6,5,3
1,0.02,79,15,7.9,55,2
1,0.02,75,18,9,9,3
1,0.02,74,22,9.3,6,1
1,0.02,57,11,7.8,9,3
1,0.02,72,8,7.4,7,2
1,0.02,65,11,5.3,4,3
1,0.02,51,24,7.6,14,3
1,0.02,73,20,7.4,5,3
1,0.02,53,11,4.5,8,3
1,0.02,59,26,6.8,4,4
1,0.02,79,9,8.5,15,4
1,0.02,67,21,6.8,29,4
1,0.02,62,11,7.3,12,3
1,0.01,64,33,6.5,55,3
1,0.01,90,40,6.6,2299,4
1,0.01,86,22,6.9,1611,4
1,0.01,85,34,5.8,1345,4
1,0.01,73,16,8.1,7,2
1,0.01,70,6,8,24,3
1,0.01,86,30,7.1,597,4
1,0.01,65,11,7.8,76,1
1,0.01,75,31,7.4,135,1
1,0.01,78,21,8.5,353,4
1,0.01,58,16,7.7,498,4
1,0.01,73,18,7.5,57,4
1,0.01,80,18,8,19,4
1,0.01,78,23,7.6,19,2
1,0.01,70,18,6.3,55,3
1,0.01,63,8,6.2,5,2
1,0.01,82,4,6.6,8,4
1,0.01,86,14,7.7,255,3
1,0.01,59,44,8.6,51,4
1,0.01,52,15,7.1,12,4
1,0.01,26,10,2.4,22,2
1,0.01,23,21,3.3,23,3
1,0.01,82,73,7.9,319,4
1,0.01,46,25,4,5,4
1,0.01,48,4,2,53,4
1,0.01,42,29,4,4,4
1,0.01,67,23,7.9,41,4
1,0.01,67,10,7.6,5,3
1,0.01,77,20,8.4,62,2
1,0.01,80,13,7.9,14,4
1,0.01,69,27,3,4,3
1,0.01,75,24,8.1,7,2
1,0.01,56,4,3.1,14,4
1,0.01,57,9,5.3,11,2
1,0.01,27,9,3.1,19,3
1,0.01,42,9,2.3,7,2
1,0.01,51,28,5.5,39,4
1,0.01,58,6,8,4,2
1,0.01,78,13,7.9,121,3
1,0.01,46,4,2.4,21,1
2,3.28,81,77,7.7,1074,4
2,1.91,81,40,7.3,769,4
2,1.52,89,83,7.8,893,4
2,1.29,87,107,7.7,2759,4
2,1.27,89,78,7.7,1010,4
2,0.99,68,12,5.5,4,1
2,0.96,82,39,7.7,145,3
2,0.62,84,31,9,52,4
2,0.61,78,28,8.6,28,1
2,0.6,89,50,9,132,1
2,0.55,86,102,8,1288,4
2,0.54,39,6,7.6,5,1
2,0.53,62,22,7.2,36,1
2,0.52,70,98,8.1,2652,4
2,0.52,88,9,9.4,201,3
2,0.46,84,16,8.6,58,1
2,0.45,79,103,8.2,2161,4
2,0.44,81,53,9.2,203,3
2,0.43,72,42,8.1,61,1
2,0.39,60,10,6.5,4,2
2,0.38,68,31,5.1,15,1
2,0.37,73,8,7.5,39,1
2,0.34,92,41,8.7,173,4
2,0.34,70,4,8.1,12,1
2,0.33,70,8,5.6,5,2
2,0.31,93,4,9,255,4
2,0.3,52,47,6.7,18,4
2,0.3,79,61,8.1,372,4
2,0.3,64,9,6.4,7,1
2,0.28,78,48,8.1,84,3
2,0.27,68,19,6.7,12,3
2,0.27,70,67,8.1,157,4
2,0.26,78,57,8.6,102,3
2,0.26,58,9,8.6,18,1
2,0.25,69,18,7.4,13,2
2,0.25,52,34,8,17,3
2,0.24,55,21,6,22,1
2,0.24,46,5,3.6,5,2
2,0.23,78,51,8.4,79,3
2,0.23,56,15,5.8,8,2
2,0.23,63,11,8.6,7,3
2,0.22,70,51,7.9,181,4
2,0.22,78,27,7.4,41,4
2,0.22,80,31,9.3,96,3
2,0.22,36,5,3.8,6,1
2,0.21,62,24,7.6,14,2
2,0.21,82,48,7.9,53,2
2,0.21,64,19,3.1,157,3
2,0.21,66,7,6.5,4,1
